Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
,"true",,,,,,"true",,,"236500",,,,"650",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","650688121","In_Kuerze___Holen_Sie_sich_den_Schluessel_zu_Ihrem...","24376","47346353"
,"true",,,"1929",,,"true",,,"108000",,,,"2300",,"einfamilienhaus",,"zentralheizung",,,"ja","true","2017","9","gewerblich","160","9","722345473","H_3097_Einfamilienhaus_mit_grossem_Grundstueck!","95173","41407163"
,"true",,,"2004",,,"true",,,"174000","true","true","true","1070.00",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4.0","670719982","Einfamilienhaus_nahe_dem_Zeulenrodaer_Meer","07937","50828036"
,"true",,,,,,"true",,,"238700",,,,"803",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","753378900","Alles_auf_einer_Ebene__auch_fuer_junge_Leute_sehr...","25709","47346353"
,"true",,,,,,"true",,,"223760",,,,"720",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","650687189","In_Kuerze__Die_Schlei!_Fast_vor_der_Haustuer!","24376","47346353"
,"true",,,,,,"true",,,"253900",,,,"652",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","728233515","Viel_Wasser__viel_frische_Luft__viele_Wohlfuehjmomente!","24351","47346353"
,"true",,,,,,"true",,,"231000",,,,"573",,"villa",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","728233794","Hier_gruesst_jeder_mit_Moin_Moin_!","24351","47346353"
,"true",,,"1916",,,,,,"220000",,,"true","173",,"reihenhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","100","4","722529678","**_Top_sanierte_Wohlfuehloase_auf_der_Suche_nach_einer...","45355","42547182"
,"true",,,,,,"true",,,"183700",,,,"645",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","753379651","Seniorengercht_und_trotzdem_chic!","25709","47346353"
,"true",,,,,,"true",,,"329100",,,,"729",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","729833551","Ein_Haus_nicht_nur_fuer_die_aeltere_Generation_!!!","24960","47346353"
,"true",,,,,,"true",,,"186500",,,,"730",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","650549044","In_einem_Umfeld_leben__das_nicht_von_Anonymitaet...","24888","47346353"
,"true",,,,,,"true",,,"279500",,,,"927",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","650690783","Ruhe_und_Abgeschiedenheit__heisst_nicht__einsam_zu_sein!","24409","47346353"
,,"true",,,,,,,,"349000",,"true",,"690.00",,"doppelhaushaelfte",,"andere","true",,"ja","true",,,"gewerblich","160","7.0","753880737","DHH_MIT_EINFAMILIENHAUSCHARAKTER___VIEL_PLATZ_FÜR_ALLE!","21244","47649092"
,"true",,,,"true",,"true","true",,"150000","true",,"true","1076",,"einfamilienhaus",,"zentralheizung","true",,,,,,"privat","140","4","673408967","Gemuetliches_Einfamilienhaus_in_Kappeln_zu_verkaufen","24376","40808924"
,"true",,,,,,"true",,,"220500",,,,"600",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","650688963","In_Kuerze___Die_Naehe_zum_Wasser__ein_Traum_fuer_viele_...","24376","47346353"
,"true","true",,"1998",,,"true","true",,"559000","true","true",,"244",,"doppelhaushaelfte",,"andere",,,"ja",,,,"gewerblich","160","5","752408110","Der_naechste_Sommer_kommt:_Exklusive_Doppelhaushaelfte...","63322","31558160"
,,,,"1997",,,,"true",,"199000",,,,"400",,"doppelhaushaelfte",,"andere","true",,"ja",,,,"gewerblich","120","4","699805948","DHH_als_Altersvorsorge_und_Kapitalanlage__langfristig...","16348","32978723"
,"true",,,,,,"true",,,"230500",,,,"500",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","5","716289093","Hier_werden_Wohntraeume_wahr!","24357","47346353"
,"true",,,,,,,,,"305800",,,,"1369",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","650692189","Entschleunigen_Sie_Ihr_Leben_!_Tag_fuer_Tag","24357","47346353"
,"true",,,,,,"true",,,"301350",,,,"953",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","650692257","Leben_Sie_einfach_drauf_los!","24357","47346353"
,,,,,,,,"true","true","166000",,"true",,"3347",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","7","469623869","SUSANNE_BEYER_BIETET_AN:__DAS_BESONDERE_ANWESEN_IN...","24351","17192601"
,"true",,,,,,"true",,,"301900",,,,"958",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","656839705","Bauen_auf_der_Sonnenseite_des_Lebens_!!","24357","47346353"
,"true",,,,,,"true",,,"457100",,,,"878",,"villa",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","729833536","Dieses_Stueckchen_Land_ist_Balsam_fuer_Ihre_Seele_!","24960","47346353"
,"true",,,,,,"true",,,"254000",,,,"953",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","656839790","Um_dieses_Domizil_wird_man_Sie_beneiden!!","24357","47346353"
,"true",,,"1910",,,"true",,,"129500","true",,"true","217",,"reihenhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","100","4","730398849","Gestalten_Sie_Ihr_Zuhause!_Handwerker_Immobilie_mit...","41751","33867323"
,"true",,,"1900",,,"true",,,"40000",,,"true","682",,"reihenhaus",,"gasheizung","true",,"ja",,"2017","11","gewerblich","120","5","758094752","Guenstiger_Preis_fuer_Handwerker_!","66280","42656597"
,"true",,,,,,"true",,,"432100",,,,"726",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","729833493","Das_maritime_Flair_ist_wie_ein_Magnet!","24960","47346353"
,,,,"1830",,,,"true",,"249000",,"true",,"954",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","751975212","R_E_N_E___A_S_M_U_S_S_E_N___Reetdachhaus_von_1830_in...","24409","9273285"
,"true","true",,"1966",,,"true","true",,"155000","true",,,"1.90",,"einfamilienhaus",,"oelheizung",,,"ja",,,,"gewerblich","160","12.0","761069680","…geraeumiges_Familienhaus_mit_2_Einliegerwohnungen_!","25712","40967250"
,"true",,,"1900","true",,"true","true","true","95000",,"true",,"830",,"einfamilienhaus",,"oelheizung","true",,"ja","true","2017",,"gewerblich","120","5","681741300","Eine_Immobilie_mit_vielen_Moeglichkeiten","25712","48645533"
,,,,"1967","true",,"true","true",,"60000",,"true",,"80",,"doppelhaushaelfte",,"oelheizung","true",,"ja",,"2018","1","gewerblich","100","3","751766271","DHH_zur_Kapitalanlage_oder_Eigennutzung!","89150","23068244"
,"true",,,,,,"true","true",,"274482","true",,,"630",,"einfamilienhaus",,"zentralheizung","true",,"nein","true",,,"gewerblich","160","5","757036199","Ihr_Wohntraum_aus_der_Hausmanufaktur_in_Simmern__...","54538","42375320"
,"true",,,,,,"true",,,"319889","true",,,"840",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","741891587","Wir_machen_Ihren_Wohntraum_wahr___das_Haus_fuer_den...","54523","42375320"
,,,,"1973",,,,"true",,"660000",,"true",,"1032",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","8","701532812","SUSANNE_BEYER_BIETET_AN:_DAS_HÖHENLAGEN_HAUS_IN...","24357","17192601"
,,,,"1880",,,"true","true",,"620",,"true","true",,,"einfamilienhaus","80","oelheizung",,,,"true","2017","10","privat","80","3","721197755","Kleines_schnuckeliges_Kutscherhaus_auf_Gut_Gruenholz","24351","31539003"
,"true",,,,,,"true",,,"251200",,,,"839",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","650686661","Wie_Urlaub__von_Anfang_an_!","25821","47346353"
,"true",,,"1950",,,"true","true",,"300000",,"true","true","3835",,"einfamilienhaus",,"gasheizung",,,"ja","true","2017","8","gewerblich","160","7","681629745","Naturnahes_Familienhaus_mit_grossem_Grundstueck_!","25709","40967250"
,"true",,,,"true",,"true",,"true","105000",,,"true","313.00",,"einfamilienhaus",,"gasheizung","true",,"nein",,"2017","10","privat","160","7.0","700775675","Neuer_Preis!_Geraeumiges__freistehendes_EFH_in_Sulzbach","66280","17048600"
,,,,,,,,,,"367600",,,,"823",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","160","4","729833547","Um_dieses_Domizil_wird_man_Sie_beneiden!!","24960","47346353"
,"true","true",,"1799",,,,,,"120000",,,,"77",,"reihenhaus",,"gasheizung","true",,"ja",,,,"gewerblich","120","4","735638112","So_individuell_wie_Sie_!","66271","42656597"
,,,,"1909",,,"true",,,"99900","true",,,"150",,"andere",,"zentralheizung","true",,"ja","true",,,"gewerblich","120","4","620987565","Stadthaus_in_Viersen___Duelken._Ideal_fuer_Handwerker!","41751","42114451"
,"true",,,"1920",,,"true",,,"104900","true",,,"129",,"reihenhaus",,"etagenheizung","true","true","ja","true",,,"gewerblich","100","4","709574828","Starter_Immobilie!_Werden_auch_Sie_zum_Eigentuemer!","41751","33867323"
,"true",,,,,,"true","true","true","690000","true","true",,"525",,"einfamilienhaus",,"gasheizung",,,"ja","true",,,"gewerblich","140","4","717260787","…schoenes_Familienhaus_in_bester_Lage_!","23669","40967250"
,"true",,,,,,"true",,,"259889","true",,,"840",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","120","4","741891678","Ein_Haus_fuer_die_junge_Familie","54523","42375320"
,,,,"1870",,,,"true",,"149000",,"true","true","340",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","100","5","685431347","Hoehenlage_am_Mittelrhein___schnuckeliges_Landhaus_zum...","55422","45040204"
,"true","true",,,"true",,"true","true",,"1400","true","true","true",,,"einfamilienhaus","1","oelheizung","true",,,"true","2018","1","privat","140","6","733258592","Schoenes_Haus_zu_vermieten__verkaufen__127_qm_in_Bremen_Osterholz","28325","9742110"
,"true",,,"1922",,,"true","true",,"265000",,"true","true","580",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","140","6","672280983","Der_Urlaub_beginnt_vor_der_Haustuer!","24404","42361802"
,"true",,,,,,"true",,,"289599","true",,,"750",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","741891641","Die_Traumimmobilie_vom_deutschen_Marktfuehrer:_Hier...","54523","42375320"
,"true",,,,,,"true",,,"228699","true",,,"630",,"einfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","160","4","757036321","Das_perfekte_Energiesparhaus___der_Klassiker_aus_der...","54538","42375320"
,"true",,,"1763",,,"true","true",,"359000",,"true","true","4606",,"einfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","160","8","709613587","RESERVIERT:_Idyllisches_Reetdachhaus_mit_einem...","25920","49862031"
,"true","true",,"1976","true",,"true","true",,"590000","true","true",,"1500",,"einfamilienhaus",,"gasheizung",,,"nein","true","2018","2","privat","160","9","759670293","Grosszuegiges_Haus_mit_Schwimmbad_zu_verkaufen","25856","51003756"
,"true",,,"1976",,,,"true",,"590000",,"true","true","1500",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","9","730612033","Exklusives__vielseitiges_Haus","25856","44831660"
,"true",,,"2000",,,"true","true","true","299000","true",,,"853",,"einfamilienhaus",,"gasheizung",,,"ja",,,,"gewerblich","160","6","696395874","…attraktives__Familienhaus_mit__Gartenpool_!","27367","40967250"
,,,,"2017",,,,,,"191900","true",,,"685",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","631330758","Hier_werden_Sie_sich_wohlfuehlen_und_das_Leben_geniessen","92447","46641676"
,"true","true",,"1938",,,"true","true",,"240000","true","true","true","1146",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","10","628751409","Der_BLICK:_unbezahlbar!_Innen_neuwertig!_1.146_m²!_8_+...","55422","51460489"
,"true","true",,"1960","true",,"true","true",,"450000","true","true","true","1207",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018","1","privat","140","6","756609370","Haus_zu_verkaufen__127_qm__Bremen_Osterholz__ohne_Makler","28325","9742110"
,"true",,,,,,"true",,,"192500",,,,"1012",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","650691298","Wanderwege__Meeresrauschen_und_immer_Me_h_er!","25926","47346353"
,"true",,,,,,"true",,,"231400",,,,"839",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","650686492","Die_Nordsee___fast_vor_der_Haustuer_!","25821","47346353"
,,,,,,,,,,"296000",,"true",,"635",,"einfamilienhaus",,"fussbodenheizung",,,"ja",,,,"gewerblich","140","5","642543093","NEUBAU_VON_2_WOHNEINHEITEN_IN_NIEBÜLL___KfW_70...","25899","28251998"
,,,,"1956",,,"true",,,"90000",,"true",,"900",,"einfamilienhaus",,"zentralheizung","true",,"ja",,"2017","9","gewerblich","100","4","725759019","Naturnahes_Familienhaus_in_Randlage_!","25899","40967250"
,"true",,,"1982",,,"true",,,"235000","true","true",,"917",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5","728416069","Niedersachsenhaus_in_schoener_Wohnlage_von_Sottrum","27367","36222577"
,"true",,,"1985",,,"true","true",,"565000","true","true",,"7841",,"einfamilienhaus",,"fernwaerme",,,"ja","true",,,"gewerblich","160","11","678668964","Wohnen__Arbeiten_und_Reiten_in_der_Natur","27367","34124212"
,"true",,,,"true",,"true","true",,"399000",,"true","true","23355",,"bauernhaus",,"andere",,,"nein",,"2017","12","privat","160","9","733142765","Resthof_mit_gr.Halle_und_Nebengebaeude_auf_2_4_Ha.Land_von_Privat","24790","23006095"
,"true",,,,"true",,"true","true",,"399000",,"true","true","233555",,"bauernhaus",,"andere",,,"nein","true","2017","12","privat","160","9","758569937","Doppelhaus_Resthof_m.gr.Halle__40x20__auf_.2_4Ha.Land_von_Privat","24790","23006095"
,"true",,,,,,"true",,,"242000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","702011660","kleines_Haus_mit_viel_Platz*_technikfertig_mit...","55422","42733221"
"true",,,,"1997",,,,,,"630000",,,"true","617",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","24","532213025","Voll_vermietetes_8_Parteienhaus_in_Maasholm_Bad!","24404","33279783"
,,,,"1926",,,,"true",,"169000",,"true",,"842.00",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","4.0","761125741","Hier_greif´_ich_zu!_Gemuetliches_Einfamilienhaus_mit...","25524","34947203"
,"true",,,"1956",,,"true","true",,"139000",,"true",,"1136",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","120","4","712390143","RESERVIERT!_Solides_Einfamilienhaus_mit_schoenem_Garten...","25524","41320816"
,,,,"1959",,,"true","true",,"259000",,"true",,"15600",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","100","4","361119331","Charmantes_Einfamilienhaus_mit_Wintergarten_in_23714...","23714","26517932"
,,,,"2016",,,,,,"186000","true",,,"660",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","631330669","Wohlfuehlhaus_fuer_die_ganze_Familie_in_Bruck","92436","46641676"
,,,,"2017",,,,,"true","279500","true",,,"852",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","631330689","Generationshaus_mit_zwei_Wohneinheiten_in_Roding","92436","46641676"
,,,,"2017",,,,,,"168860",,,,"931",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","689725327","Ideal_fuer_uns_*Heinz_von_Heiden_Massivhaeuser___seit_86...","92431","33405850"
,,,,"2016",,,,,"true","267900","true",,,"760",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","6","631330733","Generationshaus_mit_zwei_kompletten_Wohneinheiten_im...","92431","46641676"
,,,,"1965","true",,,,,"99000",,"true","true","1520",,"einfamilienhaus",,"oelheizung","true",,"nein",,,,"privat","100","5","735797506","Einfamilienhaus_nahe_der_daenischen_Grenze_im_Ort_Humtrup","25899","942737"
,,,,"1972",,,,,,"425000",,"true",,"2059",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","715817413","Attraktives_Reetdachhaus_auf_einem_grosszuegigen...","25923","30122509"
"true",,,,"1876",,,,,,"250000",,,"true","589",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","528613220","5_14_%_Rendite:_3_Wohnungen_in_einem_5_Parteienhaus_in...","83536","33725967"
,,,,,"true",,"true","true","true","195000",,"true",,"1127",,"einfamilienhaus",,,"true",,"ja","true","2017","3","gewerblich","160","6","612631542","Erneuertes_Reetdachhaus_mit_Einliegerwohnung_!","24787","40967250"
,,,,"1996",,,,,,"398000",,"true",,"3500",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","5","756505877","R_E_N_E___A_S_M_U_S_S_E_N___Einfamilienhaus_mit...","24975","9273285"
,"true","true",,"1973",,,"true","true",,"585000","true","true","true","2700.00",,"einfamilienhaus",,"oelheizung","true",,"ja","true",,,"gewerblich","160","7.0","761718519","Repraesentative_Villa_mit_Wellness_am_Wald_!","23714","40967250"
,"true",,,"2017","true",,"true",,,"268000","true",,,"1000",,"einfamilienhaus",,"fussbodenheizung",,,"ja","true","2017","12","gewerblich","140","5","664960579","Neu_bauen_in_Bad_Malente___letztes_Grundstueck!","23714","12566867"
,,,,"2017",,,,,,"166240",,,,"646",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","689725882","Ein_Klassiker_zum_verlieben__Schluesselfertig__*Heinz...","95701","33405850"
,,,,"2003",,,,,,"365000",,,,"2317",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","590041489","Fuer_Gewerbetreibende:_Ebenerdiges_Einfamilienhaus_mit...","25923","30122509"
,,,,"1938",,,"true","true",,"350000",,"true",,"15000",,"bauernhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","5","609998002","Grosszuegiger_Bauernhof_mitten_in_der_Natur_von_25923...","25923","26517932"
,"true",,,"1969","true",,"true","true",,"459000","true","true","true","26.80",,"einfamilienhaus",,"zentralheizung","true",,"ja","true","2017","11","gewerblich","160","7.0","725439117","___Resthof_in_Holt_bei_Medelby_mit_2_68_ha_Land_und_Wald___","24994","48377210"
,,,,,,,,,,"12345678",,,,,,"einfamilienhaus",,,,,,,,,"privat","140","7","734345288","Suche_Haus_auf_Mietkauf","49393","27871391"
,,,,"2016",,,,,,"675000",,"true",,"571.00",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","5.0","721755957","Schoenes_Neubau_Einfamilienhaus_mit_sehr_guter...","74248","10654797"
,,,,"2001",,,,,,"189000",,"true",,"623",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","120","4","728204908","Ebenerdiges_Einfamilienhaus_mit_Ausbaureserve_in_guter...","24811","37616384"
,"true",,,"1968",,,"true","true",,"259000",,"true",,"965",,"einfamilienhaus",,"gasheizung","true",,"nein","true","2017","11","privat","140","7","754338323","Solides_Einfamilienhaus_in_Scharnebeck","21339","23137987"
,,,,"2017",,,"true",,,"114700",,"true",,"677",,"mehrfamilienhaus",,"gasheizung",,,"nein",,"2018","4","gewerblich","80","2","735078973","Schluesselfertige_Dachgeschosswhg._in_ruhiger_Lage!_Provisionsfrei","25923","50757261"
,"true",,,"2000",,,"true","true",,"950000",,"true",,"30000",,"bauernhaus",,"fernwaerme",,,"ja",,,,"gewerblich","160","6","689040144","Bauernhof_/_Milchviehbetrieb_im_Herzen_Nordfrieslands","25853","26517932"
"true",,,,"2014",,,"true",,,"149000",,"true",,"2360",,"reihenhaus",,,,,"ja",,,,"gewerblich","80","2","689249952","Neuwertiges_Reihenendhaus_in_zentraler__ruhiger_Lage...","25923","33279927"
,,,,"1900",,,,,,"250000",,,,"1000",,"einfamilienhaus",,,,,,,"2017","10","privat","140","5","738075200","Familie_sucht_Haus","26180","12440926"
,,,,,,,,,,"19500",,,"true",,,"einfamilienhaus",,"etagenheizung","true",,"nein","true","2016","11","privat","160","4","265406648","Ein_schoenes_1_fam_Haus_in_Sonneberg_Tausch_/Mietkauf_moeglich","96515","15907497"
,,,,,,,,,,"150000",,,,,,"einfamilienhaus",,,,,,,,,"privat","20","4","736026861","Suche_Haus_auf_Mietkauf","24783","25808394"
,,"true",,"1940",,,,"true",,"275000","true","true","true","1542",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","10","756434037","Traeume_koennen_wahr_werden_..","04924","28089017"
,,,,"1950",,,,,,"85000",,"true",,"96",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","6","544087049","Einfamilienhaus_als_Ausbauhaus_mit_Ausbaureserve_im_DG","16775","32978723"
,,,"true","2017",,,"true",,,"138700",,"true","true","677",,"mehrfamilienhaus",,"gasheizung",,,"nein","true","2018","4","gewerblich","80","2","735043996","Schluesselfertige_Erdgeschosswhg._in_ruhiger_Lage!_Provisionsfrei!","25923","50757261"
